,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
59920,91697,Female,Loyal Customer,32,Business travel,Business,590,2,2,2,2,5,5,5,5,5,3,5,4,5,5,11,6.0,satisfied
59921,120790,Female,Loyal Customer,70,Personal Travel,Eco,678,2,4,2,1,5,5,5,3,3,2,3,3,3,4,0,1.0,neutral or dissatisfied
59922,113720,Female,Loyal Customer,55,Personal Travel,Eco,397,2,2,2,3,5,4,3,1,1,2,1,3,1,2,24,13.0,neutral or dissatisfied
59923,7005,Male,disloyal Customer,16,Business travel,Eco,234,4,3,4,3,2,4,2,2,3,2,4,3,4,2,0,0.0,neutral or dissatisfied
59924,117871,Female,Loyal Customer,60,Business travel,Business,1933,2,2,2,2,3,5,4,3,3,3,3,5,3,4,85,80.0,satisfied
59925,113367,Female,Loyal Customer,49,Business travel,Business,414,1,1,3,1,4,5,5,5,5,5,5,4,5,4,0,0.0,satisfied
59926,19538,Male,Loyal Customer,33,Business travel,Eco,108,5,2,2,2,5,5,5,5,3,1,4,1,2,5,0,17.0,satisfied
59927,110079,Female,Loyal Customer,16,Personal Travel,Business,1072,4,5,4,3,2,4,2,2,5,4,4,5,4,2,31,25.0,neutral or dissatisfied
59928,18478,Female,Loyal Customer,29,Business travel,Eco,201,5,1,1,1,5,5,5,5,2,2,4,5,5,5,0,0.0,satisfied
59929,40345,Male,disloyal Customer,25,Business travel,Eco,920,2,2,2,3,4,2,4,4,2,3,4,1,3,4,0,0.0,neutral or dissatisfied
59930,21141,Female,Loyal Customer,56,Business travel,Eco Plus,106,1,2,2,2,2,4,3,1,1,1,1,2,1,1,7,0.0,neutral or dissatisfied
59931,23884,Male,Loyal Customer,23,Business travel,Eco,589,1,1,1,1,1,1,1,1,3,5,3,3,4,1,0,0.0,neutral or dissatisfied
59932,76582,Female,Loyal Customer,49,Business travel,Business,2380,1,3,2,3,3,4,3,1,1,1,1,3,1,3,0,0.0,neutral or dissatisfied
59933,63780,Female,Loyal Customer,34,Business travel,Business,1721,1,1,1,1,2,4,4,1,1,1,1,2,1,1,33,4.0,neutral or dissatisfied
59934,107254,Female,disloyal Customer,21,Business travel,Business,283,4,1,4,5,3,4,1,3,4,3,5,4,5,3,1,0.0,satisfied
59935,114837,Male,Loyal Customer,32,Business travel,Business,2353,2,2,2,2,4,4,4,4,4,4,4,3,4,4,2,0.0,satisfied
59936,53248,Female,Loyal Customer,71,Business travel,Eco Plus,612,4,2,2,2,1,4,4,4,4,4,4,2,4,2,0,0.0,neutral or dissatisfied
59937,109190,Male,disloyal Customer,19,Business travel,Eco,483,3,4,3,3,5,3,5,5,1,2,4,2,4,5,0,0.0,neutral or dissatisfied
59938,21023,Male,Loyal Customer,35,Business travel,Eco,152,5,5,5,5,5,5,5,5,5,4,5,2,4,5,41,38.0,satisfied
59939,28040,Female,Loyal Customer,37,Business travel,Eco,1037,3,5,5,5,3,3,3,3,1,5,4,2,3,3,0,11.0,neutral or dissatisfied
59940,101593,Male,Loyal Customer,40,Business travel,Business,1371,5,5,5,5,4,4,4,5,5,5,5,5,5,5,26,13.0,satisfied
59941,96361,Female,Loyal Customer,47,Business travel,Business,1246,2,2,2,2,4,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
59942,57761,Female,disloyal Customer,35,Business travel,Business,2704,2,2,2,4,2,3,4,3,4,5,4,4,4,4,0,12.0,neutral or dissatisfied
59943,95842,Male,Loyal Customer,45,Business travel,Business,1675,2,2,2,2,4,4,4,5,5,5,5,4,5,3,5,0.0,satisfied
59944,93666,Female,Loyal Customer,53,Business travel,Business,542,1,1,2,1,4,5,4,5,5,5,5,3,5,3,15,31.0,satisfied
59945,106959,Male,Loyal Customer,53,Business travel,Business,937,2,2,2,2,4,4,4,4,4,4,4,3,4,3,3,10.0,satisfied
59946,62699,Female,Loyal Customer,40,Business travel,Business,2504,4,4,4,4,4,4,4,4,5,5,4,4,3,4,429,417.0,satisfied
59947,39123,Male,Loyal Customer,36,Business travel,Business,190,4,5,4,4,4,1,4,4,4,4,4,3,4,4,0,0.0,satisfied
59948,14282,Female,Loyal Customer,45,Business travel,Business,429,4,4,4,4,5,5,4,3,3,3,3,2,3,2,0,0.0,satisfied
59949,35354,Female,disloyal Customer,24,Business travel,Eco,1056,4,4,4,3,4,4,4,4,3,1,2,3,4,4,0,0.0,satisfied
59950,6958,Male,Loyal Customer,17,Business travel,Eco Plus,501,2,3,3,3,2,2,1,2,4,1,3,4,3,2,0,10.0,neutral or dissatisfied
59951,94248,Female,disloyal Customer,54,Business travel,Business,189,3,3,3,1,2,3,2,2,4,5,4,5,4,2,84,73.0,neutral or dissatisfied
59952,60767,Female,disloyal Customer,24,Business travel,Business,804,0,0,0,3,5,0,5,5,5,5,4,4,5,5,3,0.0,satisfied
59953,20567,Male,Loyal Customer,62,Business travel,Business,633,1,2,2,2,4,1,3,1,1,1,1,1,1,3,0,0.0,neutral or dissatisfied
59954,48937,Male,Loyal Customer,55,Business travel,Eco,109,5,5,5,5,5,5,5,5,1,5,3,4,3,5,0,0.0,satisfied
59955,86371,Female,Loyal Customer,52,Business travel,Business,2995,5,4,5,5,3,4,5,4,4,4,4,4,4,5,14,18.0,satisfied
59956,20741,Female,Loyal Customer,37,Business travel,Business,3987,4,1,4,1,5,4,3,4,4,4,4,2,4,2,0,3.0,neutral or dissatisfied
59957,124074,Female,Loyal Customer,53,Personal Travel,Eco Plus,2153,3,4,3,3,4,3,4,4,4,3,4,5,4,5,0,6.0,neutral or dissatisfied
59958,59696,Male,Loyal Customer,48,Personal Travel,Eco,854,4,4,4,4,2,4,4,2,4,4,5,4,4,2,22,31.0,neutral or dissatisfied
59959,66491,Female,Loyal Customer,34,Business travel,Business,3768,3,3,4,4,4,3,3,3,3,3,3,3,3,1,26,20.0,neutral or dissatisfied
59960,65476,Male,Loyal Customer,57,Business travel,Business,3109,3,3,3,3,5,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
59961,6578,Male,Loyal Customer,30,Business travel,Business,3092,3,2,2,2,3,3,3,3,1,1,1,1,2,3,14,14.0,neutral or dissatisfied
59962,72011,Female,Loyal Customer,67,Personal Travel,Eco Plus,1437,3,2,3,3,4,4,4,4,4,3,4,4,4,3,0,0.0,neutral or dissatisfied
59963,45241,Female,Loyal Customer,59,Personal Travel,Eco,1013,3,4,3,5,3,3,5,4,4,3,1,1,4,4,6,61.0,neutral or dissatisfied
59964,55431,Female,Loyal Customer,34,Business travel,Business,2521,4,4,4,4,4,4,4,4,5,5,4,4,5,4,52,48.0,satisfied
59965,41003,Male,Loyal Customer,19,Personal Travel,Eco,1362,4,4,5,3,1,5,1,1,3,5,4,3,5,1,28,21.0,neutral or dissatisfied
59966,112905,Female,Loyal Customer,27,Business travel,Business,2093,4,3,3,3,4,4,4,4,1,2,4,1,3,4,13,4.0,neutral or dissatisfied
59967,108816,Male,Loyal Customer,63,Business travel,Eco Plus,115,4,1,1,1,4,4,4,4,4,4,4,4,4,4,0,2.0,satisfied
59968,101797,Male,Loyal Customer,36,Business travel,Business,1521,4,4,5,4,2,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
59969,15225,Male,disloyal Customer,22,Business travel,Eco,529,4,1,4,2,5,4,5,5,5,2,3,1,5,5,31,7.0,satisfied
59970,119518,Female,disloyal Customer,22,Business travel,Eco,814,4,4,4,4,4,4,4,4,4,4,4,2,4,4,47,39.0,neutral or dissatisfied
59971,28941,Female,disloyal Customer,45,Business travel,Eco,987,1,1,1,1,5,1,5,5,1,3,5,2,5,5,0,0.0,neutral or dissatisfied
59972,42995,Male,Loyal Customer,53,Business travel,Business,1565,5,5,5,5,5,5,5,4,4,4,5,5,4,1,0,0.0,satisfied
59973,32043,Female,Loyal Customer,52,Business travel,Business,3389,4,4,4,4,4,2,4,4,4,4,3,4,4,4,5,20.0,satisfied
59974,34912,Male,Loyal Customer,44,Business travel,Business,3647,5,5,2,5,1,3,4,5,5,5,5,5,5,2,0,0.0,satisfied
59975,17863,Female,Loyal Customer,45,Business travel,Eco,371,5,5,5,5,5,5,5,3,5,3,4,5,1,5,133,120.0,satisfied
59976,115124,Male,Loyal Customer,52,Business travel,Business,2348,3,2,2,2,5,4,4,3,3,3,3,2,3,1,17,21.0,neutral or dissatisfied
59977,67809,Female,Loyal Customer,45,Business travel,Eco,913,1,3,3,3,3,3,4,1,1,1,1,1,1,2,0,0.0,neutral or dissatisfied
59978,22074,Male,Loyal Customer,47,Personal Travel,Eco,321,3,3,3,2,4,3,4,4,3,5,2,3,2,4,0,0.0,neutral or dissatisfied
59979,30612,Male,Loyal Customer,46,Business travel,Eco Plus,472,4,3,3,3,4,4,4,4,1,4,2,5,2,4,0,0.0,satisfied
59980,17295,Female,Loyal Customer,46,Business travel,Business,403,5,5,5,5,1,4,5,4,4,4,4,1,4,3,0,0.0,satisfied
59981,77161,Male,Loyal Customer,53,Business travel,Business,1450,2,3,3,3,4,3,3,2,2,2,2,4,2,1,0,0.0,neutral or dissatisfied
59982,123394,Female,Loyal Customer,30,Business travel,Business,1337,1,1,1,1,3,4,3,3,3,3,5,3,4,3,0,0.0,satisfied
59983,25365,Male,disloyal Customer,24,Business travel,Eco,591,0,5,0,4,2,0,2,2,3,4,5,4,2,2,0,0.0,satisfied
59984,30312,Female,Loyal Customer,24,Personal Travel,Eco,1476,3,4,3,2,4,3,4,4,4,5,2,5,2,4,0,0.0,neutral or dissatisfied
59985,116513,Female,Loyal Customer,56,Personal Travel,Eco,296,1,2,1,4,1,3,3,3,3,1,3,4,3,3,0,0.0,neutral or dissatisfied
59986,96360,Male,Loyal Customer,58,Personal Travel,Eco Plus,1609,4,5,4,2,5,4,5,5,5,4,5,5,4,5,2,0.0,satisfied
59987,40974,Male,Loyal Customer,43,Personal Travel,Eco,507,2,1,2,4,5,2,5,5,1,5,4,1,4,5,0,5.0,neutral or dissatisfied
59988,114317,Female,Loyal Customer,52,Personal Travel,Eco,846,4,3,4,1,2,3,2,5,5,4,5,2,5,4,0,0.0,satisfied
59989,65243,Female,disloyal Customer,29,Business travel,Business,469,2,2,2,3,4,2,4,4,4,5,5,5,4,4,0,0.0,neutral or dissatisfied
59990,68368,Male,disloyal Customer,28,Business travel,Business,1045,4,4,4,3,1,4,1,1,4,2,4,4,4,1,0,0.0,satisfied
59991,61420,Male,disloyal Customer,30,Business travel,Business,2358,3,3,3,3,3,3,3,3,1,1,4,3,3,3,0,0.0,neutral or dissatisfied
59992,73211,Male,Loyal Customer,14,Personal Travel,Eco,1258,1,4,1,3,4,1,4,4,5,5,4,3,4,4,0,10.0,neutral or dissatisfied
59993,123189,Female,Loyal Customer,9,Personal Travel,Eco,631,2,4,2,1,3,2,3,3,4,3,5,3,4,3,0,0.0,neutral or dissatisfied
59994,78438,Male,disloyal Customer,25,Business travel,Business,526,1,0,1,4,5,1,5,5,4,5,5,4,5,5,0,16.0,neutral or dissatisfied
59995,70248,Male,Loyal Customer,45,Business travel,Eco,1592,1,5,2,5,1,1,1,1,2,5,2,4,3,1,0,0.0,neutral or dissatisfied
59996,58710,Male,Loyal Customer,26,Business travel,Business,2161,5,4,4,4,5,4,5,5,3,2,4,2,3,5,0,0.0,neutral or dissatisfied
59997,5295,Female,Loyal Customer,26,Personal Travel,Eco,293,2,1,2,4,2,2,2,2,4,5,3,4,3,2,11,18.0,neutral or dissatisfied
59998,103751,Male,Loyal Customer,17,Business travel,Eco Plus,405,5,5,5,5,5,5,4,5,4,3,1,3,3,5,0,0.0,satisfied
59999,24160,Female,Loyal Customer,39,Business travel,Business,1732,1,1,1,1,5,1,3,4,4,4,4,1,4,5,14,14.0,satisfied
60000,12666,Male,Loyal Customer,24,Business travel,Eco,689,5,1,1,1,5,4,5,5,4,3,5,4,4,5,3,0.0,satisfied
60001,127243,Male,Loyal Customer,49,Business travel,Business,2718,2,2,2,2,4,5,5,4,4,4,4,4,4,5,0,9.0,satisfied
60002,23458,Male,disloyal Customer,23,Business travel,Eco,576,3,4,3,3,4,3,2,4,3,2,3,1,5,4,0,0.0,neutral or dissatisfied
60003,34894,Female,Loyal Customer,39,Business travel,Eco,395,5,5,5,5,5,5,5,5,2,4,3,3,1,5,0,0.0,satisfied
60004,122144,Male,Loyal Customer,59,Business travel,Business,546,1,1,2,1,5,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
60005,127920,Male,Loyal Customer,52,Business travel,Business,2300,5,5,5,5,5,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
60006,14995,Female,Loyal Customer,71,Business travel,Business,1201,3,3,5,3,4,2,1,4,4,4,4,3,4,2,11,0.0,satisfied
60007,60368,Female,Loyal Customer,33,Business travel,Business,1476,5,5,3,5,4,5,4,4,4,4,4,4,4,3,1,0.0,satisfied
60008,46587,Female,Loyal Customer,50,Business travel,Eco,212,5,5,5,5,2,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
60009,16219,Male,Loyal Customer,50,Business travel,Eco Plus,212,5,1,3,1,4,5,4,4,2,5,3,2,3,4,0,0.0,satisfied
60010,10406,Female,Loyal Customer,70,Business travel,Business,316,4,4,4,4,4,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
60011,93190,Female,Loyal Customer,24,Business travel,Business,3108,4,4,4,4,4,4,4,4,5,4,5,5,5,4,0,21.0,satisfied
60012,55950,Female,Loyal Customer,42,Business travel,Business,1620,2,2,2,2,5,4,5,4,4,4,4,5,4,3,0,16.0,satisfied
60013,120153,Male,Loyal Customer,24,Business travel,Business,2378,5,5,5,5,5,5,5,5,4,4,5,5,5,5,2,0.0,satisfied
60014,115158,Female,Loyal Customer,56,Business travel,Business,3122,1,1,1,1,3,5,5,2,2,2,2,4,2,4,2,3.0,satisfied
60015,104787,Female,Loyal Customer,31,Business travel,Business,587,3,3,3,3,3,3,3,3,4,5,5,3,5,3,102,,satisfied
60016,129785,Female,Loyal Customer,36,Personal Travel,Eco,337,1,1,5,4,3,5,3,3,4,5,3,4,3,3,0,0.0,neutral or dissatisfied
60017,24020,Female,Loyal Customer,29,Business travel,Business,2616,1,5,5,5,1,1,1,1,3,5,4,3,4,1,0,0.0,neutral or dissatisfied
60018,78872,Male,Loyal Customer,28,Personal Travel,Eco,1995,2,2,1,3,3,1,1,3,4,4,4,4,4,3,0,0.0,neutral or dissatisfied
60019,50758,Female,Loyal Customer,63,Personal Travel,Eco,78,2,5,0,2,4,5,5,5,5,0,4,5,5,4,0,0.0,neutral or dissatisfied
60020,3571,Female,Loyal Customer,54,Personal Travel,Eco,227,3,4,3,3,3,4,4,3,3,3,3,5,3,5,0,6.0,neutral or dissatisfied
60021,25036,Male,Loyal Customer,70,Personal Travel,Eco,907,1,3,2,2,3,2,3,3,1,3,2,3,3,3,0,23.0,neutral or dissatisfied
60022,86112,Female,Loyal Customer,52,Business travel,Business,356,5,5,5,5,3,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
60023,108365,Male,Loyal Customer,21,Personal Travel,Eco,1855,2,1,2,3,3,2,5,3,1,2,4,3,3,3,70,60.0,neutral or dissatisfied
60024,59472,Female,Loyal Customer,33,Business travel,Business,758,4,4,4,4,5,5,5,5,5,5,5,4,5,5,11,0.0,satisfied
60025,154,Female,Loyal Customer,41,Business travel,Business,2731,4,4,4,4,4,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
60026,114661,Female,Loyal Customer,27,Business travel,Business,342,0,0,0,5,5,5,5,5,5,5,4,4,4,5,0,0.0,satisfied
60027,120987,Female,Loyal Customer,30,Business travel,Business,2684,2,4,4,4,2,2,2,2,3,3,3,4,3,2,2,3.0,neutral or dissatisfied
60028,37888,Female,Loyal Customer,59,Business travel,Business,937,1,3,3,3,5,2,3,1,1,1,1,3,1,2,0,0.0,neutral or dissatisfied
60029,64849,Female,Loyal Customer,68,Business travel,Business,190,0,5,0,2,3,4,5,4,4,4,2,5,4,3,0,0.0,satisfied
60030,120747,Male,Loyal Customer,63,Personal Travel,Business,678,0,4,0,4,2,5,4,1,1,0,1,3,1,5,0,0.0,satisfied
60031,43804,Female,Loyal Customer,37,Business travel,Business,448,3,3,1,3,2,4,1,4,4,4,4,3,4,2,60,51.0,satisfied
60032,67515,Female,disloyal Customer,28,Business travel,Business,1235,5,5,5,3,2,5,2,2,4,4,5,5,4,2,0,0.0,satisfied
60033,68035,Female,Loyal Customer,41,Business travel,Business,2868,1,3,3,3,3,4,3,1,1,1,1,3,1,4,0,0.0,neutral or dissatisfied
60034,55799,Male,Loyal Customer,50,Business travel,Business,1416,1,1,1,1,2,4,4,5,5,5,5,5,5,5,0,10.0,satisfied
60035,98548,Male,Loyal Customer,69,Personal Travel,Eco Plus,402,1,4,1,3,4,1,4,4,4,2,4,3,5,4,11,6.0,neutral or dissatisfied
60036,19979,Male,Loyal Customer,31,Business travel,Business,3553,3,2,4,2,3,3,3,3,1,5,3,1,4,3,33,16.0,neutral or dissatisfied
60037,32326,Female,Loyal Customer,49,Business travel,Business,101,1,4,4,4,3,4,3,2,2,2,1,1,2,3,11,14.0,neutral or dissatisfied
60038,58317,Female,Loyal Customer,72,Business travel,Eco,1739,4,4,4,4,3,1,3,4,4,4,4,2,4,3,25,15.0,neutral or dissatisfied
60039,90650,Female,disloyal Customer,25,Business travel,Business,581,3,0,3,2,4,3,3,4,4,4,4,5,4,4,0,0.0,neutral or dissatisfied
60040,89690,Male,Loyal Customer,51,Business travel,Business,3925,2,5,5,5,3,1,1,2,2,3,2,3,2,2,0,0.0,neutral or dissatisfied
60041,38137,Female,Loyal Customer,51,Personal Travel,Eco,1121,5,5,5,3,4,3,4,5,5,5,1,4,5,4,0,0.0,satisfied
60042,71954,Male,Loyal Customer,60,Business travel,Business,1440,1,1,1,1,4,5,4,4,4,4,4,3,4,4,0,4.0,satisfied
60043,123088,Female,disloyal Customer,27,Business travel,Business,590,2,2,2,2,3,2,3,3,4,4,4,4,5,3,15,0.0,neutral or dissatisfied
60044,18704,Female,Loyal Customer,33,Business travel,Eco Plus,127,2,4,4,4,2,2,2,2,1,4,3,2,4,2,75,58.0,neutral or dissatisfied
60045,13166,Female,disloyal Customer,43,Business travel,Eco Plus,162,4,3,3,2,2,4,2,2,4,2,1,2,1,2,80,75.0,neutral or dissatisfied
60046,106294,Female,Loyal Customer,58,Business travel,Business,3392,4,4,4,4,3,4,4,4,4,4,4,3,4,4,33,13.0,satisfied
60047,17372,Female,disloyal Customer,38,Business travel,Eco,637,3,3,2,1,1,2,1,1,3,1,2,3,4,1,17,21.0,neutral or dissatisfied
60048,111118,Male,disloyal Customer,22,Business travel,Business,1111,5,3,5,4,1,5,1,1,5,3,5,5,5,1,86,84.0,satisfied
60049,29921,Male,Loyal Customer,27,Business travel,Business,399,3,5,5,5,3,3,3,3,4,2,4,1,3,3,0,0.0,neutral or dissatisfied
60050,103965,Female,Loyal Customer,41,Personal Travel,Eco,533,2,5,2,4,5,2,4,5,5,4,4,4,4,5,4,0.0,neutral or dissatisfied
60051,54559,Female,Loyal Customer,22,Personal Travel,Eco,925,4,5,4,3,2,4,3,2,5,4,5,3,5,2,0,0.0,neutral or dissatisfied
60052,103570,Female,Loyal Customer,59,Business travel,Eco,604,3,3,3,3,2,3,4,3,3,3,3,1,3,3,0,0.0,neutral or dissatisfied
60053,88623,Male,Loyal Customer,53,Personal Travel,Eco,515,3,4,3,4,5,3,5,5,3,4,5,5,4,5,0,0.0,neutral or dissatisfied
60054,79578,Female,Loyal Customer,60,Business travel,Business,760,3,3,4,3,2,4,4,4,4,4,4,3,4,3,0,4.0,satisfied
60055,18898,Female,disloyal Customer,30,Business travel,Eco,100,3,3,3,3,2,3,2,2,2,5,3,1,2,2,0,0.0,neutral or dissatisfied
60056,16675,Female,Loyal Customer,32,Personal Travel,Eco,488,3,1,2,3,5,2,5,5,3,3,2,2,4,5,0,0.0,neutral or dissatisfied
60057,28054,Female,Loyal Customer,47,Business travel,Business,2193,3,4,4,4,3,3,3,1,2,3,3,3,3,3,0,9.0,neutral or dissatisfied
60058,72822,Male,Loyal Customer,22,Business travel,Business,1013,2,3,3,3,2,2,2,2,1,5,3,1,3,2,0,0.0,neutral or dissatisfied
60059,120095,Male,Loyal Customer,41,Business travel,Business,1576,3,3,4,3,3,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
60060,94761,Female,Loyal Customer,49,Business travel,Eco,441,2,5,1,5,5,4,3,2,2,2,2,4,2,3,17,10.0,neutral or dissatisfied
60061,44538,Female,Loyal Customer,54,Personal Travel,Eco,157,5,4,5,2,2,5,5,5,5,5,5,3,5,4,0,0.0,satisfied
60062,62937,Female,Loyal Customer,41,Business travel,Business,2796,2,2,2,2,3,5,4,5,5,5,5,3,5,5,1,0.0,satisfied
60063,12024,Male,Loyal Customer,44,Business travel,Eco,376,3,4,4,4,3,3,3,3,2,5,3,4,3,3,6,1.0,satisfied
60064,94997,Female,Loyal Customer,37,Personal Travel,Eco,319,1,1,1,3,5,1,5,5,3,2,4,1,4,5,13,8.0,neutral or dissatisfied
60065,22362,Female,disloyal Customer,38,Business travel,Eco,143,3,2,3,4,1,3,1,1,4,4,3,3,3,1,0,0.0,neutral or dissatisfied
60066,30561,Female,disloyal Customer,51,Business travel,Eco,628,2,5,3,5,3,3,3,3,4,1,5,4,3,3,0,0.0,neutral or dissatisfied
60067,83791,Male,Loyal Customer,42,Business travel,Business,2152,4,4,4,4,2,5,4,4,4,5,4,4,4,5,10,2.0,satisfied
60068,48265,Male,Loyal Customer,42,Business travel,Eco Plus,192,4,5,5,5,4,4,4,4,1,1,4,5,1,4,0,1.0,satisfied
60069,100026,Male,disloyal Customer,21,Business travel,Business,281,4,0,4,5,1,4,1,1,4,4,4,5,4,1,0,2.0,satisfied
60070,16524,Female,disloyal Customer,44,Business travel,Eco,209,1,5,1,2,4,1,4,4,1,3,2,5,5,4,0,0.0,neutral or dissatisfied
60071,1451,Female,disloyal Customer,47,Business travel,Business,772,3,3,3,1,2,3,2,2,5,4,5,4,4,2,0,0.0,neutral or dissatisfied
60072,80717,Female,Loyal Customer,60,Business travel,Business,3347,2,3,3,3,1,1,1,2,2,2,2,2,2,3,0,37.0,neutral or dissatisfied
60073,118273,Female,Loyal Customer,40,Business travel,Business,2740,1,1,1,1,5,4,4,4,4,4,5,5,4,3,26,9.0,satisfied
60074,2549,Female,disloyal Customer,22,Business travel,Eco,304,3,4,3,4,5,3,5,5,3,4,3,3,4,5,5,2.0,neutral or dissatisfied
60075,22964,Male,Loyal Customer,28,Business travel,Business,2776,1,2,2,2,1,1,1,1,2,3,3,2,4,1,45,22.0,neutral or dissatisfied
60076,37281,Female,Loyal Customer,27,Business travel,Business,1914,5,5,5,5,4,4,4,4,5,5,2,1,1,4,0,0.0,satisfied
60077,20743,Male,Loyal Customer,51,Business travel,Business,363,1,1,1,1,5,1,3,2,2,2,2,2,2,1,0,0.0,satisfied
60078,89924,Male,Loyal Customer,38,Business travel,Business,1101,4,4,4,4,4,4,2,5,5,5,5,2,5,3,0,0.0,satisfied
60079,29178,Female,Loyal Customer,26,Business travel,Eco Plus,679,4,3,3,3,4,4,4,4,3,3,4,4,5,4,0,0.0,satisfied
60080,106812,Male,Loyal Customer,54,Business travel,Business,1488,5,5,5,5,3,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
60081,75956,Male,Loyal Customer,22,Business travel,Business,1887,2,3,4,3,2,3,2,2,1,5,4,2,4,2,0,0.0,neutral or dissatisfied
60082,113724,Female,Loyal Customer,48,Personal Travel,Eco,223,2,4,2,2,2,5,5,1,1,2,1,4,1,3,23,10.0,neutral or dissatisfied
60083,48287,Male,Loyal Customer,16,Personal Travel,Eco Plus,391,3,5,3,4,5,3,5,5,5,3,4,5,5,5,6,5.0,neutral or dissatisfied
60084,44838,Female,Loyal Customer,51,Business travel,Eco,760,5,3,4,3,2,4,2,5,5,5,5,2,5,4,0,0.0,satisfied
60085,126013,Male,Loyal Customer,48,Business travel,Business,3296,2,2,2,2,3,5,4,5,5,5,5,3,5,4,30,19.0,satisfied
60086,802,Male,Loyal Customer,47,Business travel,Business,134,2,3,3,3,4,4,4,2,2,2,2,2,2,2,0,0.0,neutral or dissatisfied
60087,46864,Female,disloyal Customer,30,Business travel,Eco,737,1,1,1,3,2,1,2,2,3,2,1,2,1,2,0,6.0,neutral or dissatisfied
60088,71546,Male,disloyal Customer,21,Business travel,Eco,1005,2,2,2,3,5,2,2,5,2,5,4,1,3,5,0,0.0,neutral or dissatisfied
60089,41259,Male,Loyal Customer,64,Personal Travel,Eco,1034,3,2,3,3,3,3,3,3,4,4,3,2,4,3,0,5.0,neutral or dissatisfied
60090,105212,Female,Loyal Customer,21,Personal Travel,Business,377,4,4,4,5,5,4,5,5,5,2,5,3,5,5,0,0.0,neutral or dissatisfied
60091,95215,Female,Loyal Customer,56,Personal Travel,Eco,323,3,4,3,4,5,3,4,5,5,3,5,2,5,2,3,0.0,neutral or dissatisfied
60092,84071,Female,Loyal Customer,53,Business travel,Eco,932,3,3,3,3,4,4,3,4,4,3,4,4,4,4,34,45.0,neutral or dissatisfied
60093,86076,Female,Loyal Customer,57,Personal Travel,Eco Plus,447,2,2,2,4,3,3,3,4,4,2,3,4,4,1,3,3.0,neutral or dissatisfied
60094,92231,Male,Loyal Customer,46,Business travel,Business,1956,4,4,4,4,3,3,4,3,3,4,3,5,3,5,5,0.0,satisfied
60095,50062,Female,Loyal Customer,43,Business travel,Eco,86,5,2,2,2,2,3,5,5,5,5,5,4,5,5,0,0.0,satisfied
60096,57624,Male,Loyal Customer,40,Business travel,Business,200,1,1,1,1,5,4,5,5,5,5,4,4,5,4,8,9.0,satisfied
60097,87403,Male,Loyal Customer,29,Personal Travel,Eco,425,4,5,4,1,1,4,1,1,3,2,5,3,4,1,21,19.0,neutral or dissatisfied
60098,120834,Female,disloyal Customer,23,Business travel,Business,992,5,5,5,2,5,5,5,5,3,4,4,4,4,5,0,1.0,satisfied
60099,56186,Female,Loyal Customer,53,Personal Travel,Eco,1400,3,1,3,3,3,4,3,4,4,3,4,3,4,1,0,0.0,neutral or dissatisfied
60100,27687,Female,Loyal Customer,41,Business travel,Eco,1107,1,2,2,2,1,1,1,1,3,3,3,1,3,1,0,0.0,neutral or dissatisfied
60101,119081,Female,Loyal Customer,48,Business travel,Business,1107,4,4,4,4,4,5,5,4,4,4,4,5,4,3,8,0.0,satisfied
60102,59594,Female,Loyal Customer,39,Business travel,Business,3535,4,4,4,4,3,5,5,5,5,5,5,4,5,5,1,40.0,satisfied
60103,66134,Female,Loyal Customer,8,Personal Travel,Eco,583,1,5,1,1,2,1,3,2,4,2,4,3,5,2,0,0.0,neutral or dissatisfied
60104,61335,Female,Loyal Customer,40,Business travel,Business,2059,4,4,4,4,4,4,5,4,4,4,4,5,4,5,6,0.0,satisfied
60105,73084,Male,disloyal Customer,22,Business travel,Eco,1085,3,3,3,4,3,4,4,1,4,3,4,4,2,4,131,152.0,neutral or dissatisfied
60106,33130,Male,Loyal Customer,14,Personal Travel,Eco,102,4,4,4,4,3,4,3,3,2,4,4,5,1,3,0,0.0,neutral or dissatisfied
60107,94276,Male,Loyal Customer,39,Business travel,Business,1791,3,3,3,3,3,5,5,4,4,4,4,4,4,4,1,0.0,satisfied
60108,108219,Male,Loyal Customer,42,Personal Travel,Eco,777,2,3,2,4,2,2,3,2,5,3,3,3,4,2,26,23.0,neutral or dissatisfied
60109,115488,Male,disloyal Customer,37,Business travel,Eco,308,2,2,2,3,3,2,3,3,4,2,4,4,4,3,14,24.0,neutral or dissatisfied
